	log2FoldChange	fdr
ATP5S	-0.596519532143557	1
NFU1	-0.596519532143557	1
FBXO25	-0.596519532143557	1
NUP58	-0.596519532143557	1
JMJD8	-0.596519532143557	1
CHST7	-0.596519532143557	1
MIS12	-0.596519532143557	1
PCNX4	-0.596519532143557	1
RASA1	-0.596519532143557	1
GSN	-0.596519532143557	1
BUD13	-0.596519532143557	1
HENMT1	-0.596519532143557	1
ZNF672	-0.596519532143557	1
AP1AR	-0.596519532143557	1
THEM6	-0.596519532143557	1
FUCA2	-0.596519532143557	1
CCDC7	-0.596519532143557	1
SNAPC1	-0.596519532143557	1
CCDC117	-0.596519532143557	1
LINC00239	-0.596519532143557	1
SRBD1	-0.596519532143557	1
GCLC	-0.596519532143557	1
SLC27A3	-0.596519532143557	1
POLR1B	-0.596519532143557	1
DCAF17	-0.596519532143557	1
CEP70	-0.596519532143557	1
DNAJC18	-0.596519532143557	1
MIOS	-0.596519532143557	1
FAM200A	-0.596519532143557	1
FAM185A	-0.596519532143557	1
FRAT2	-0.596519532143557	1
ZNF174	-0.596519532143557	1
KAT2A	-0.596519532143557	1
AC091132.5	-0.596519532143557	1
PLCL1	-0.596519532143557	1
NOD1	-0.596519532143557	1
LDOC1	-0.596519532143557	1
LRRC37A2	-0.596519532143557	1
FKRP	-0.596519532143557	1
ZNF248	-0.596519532143557	1
TTC38	-0.596519532143557	1
BBS4	-0.596519532143557	1
HIC2	-0.596519532143557	1
STRADB	-0.596519532143557	1
CPNE8	-0.596519532143557	1
DPEP2	-0.596519532143557	1
OST4	-0.59399513072801	0.071082321188024
USMG5	-0.593619641637761	0.926053914168294
CDKN2D	-0.592636097656328	1
MAZ	-0.592219394709931	1
TRADD	-0.591604041729439	1
HLA-DPB1	-0.591044402077405	1
RICTOR	-0.590783162594412	1
ZNHIT1	-0.590495744515786	1
TOMM20	-0.58994687822007	1
GPBP1	-0.588985859458149	1
TRAC	-0.588336327895527	0.158802565617032
SIRPG	-0.587906401838847	1
MGA	-0.587241718555545	1
MID1IP1	-0.587241718555545	1
COPZ1	-0.586869362109837	1
PCBP1	-0.586791275181675	1
P2RY8	-0.586465867479632	1
GTPBP6	-0.586465867479632	1
SDHAF3	-0.586465867479632	1
CHMP4B	-0.585548414322553	1
H2AFV	-0.585344456586877	1
RALGAPA1	-0.584446699842981	1
PIAS1	-0.584446699842981	1
OCIAD2	-0.584270986422036	1
XAF1	-0.583808480394002	1
FIBP	-0.583808480394002	1
SF3B5	-0.583672652587952	1
ACTR3	-0.583099016381235	1
APOBEC3C	-0.583099016381235	1
PSMD8	-0.582305672923855	1
RTF1	-0.582305672923855	1
DCTPP1	-0.582305672923855	1
SYTL1	-0.582019962448441	1
SIGIRR	-0.581872756179154	1
MT-ND3	-0.581774679149361	0.016380572461278
MAD2L2	-0.581412639753348	1
ZNF581	-0.581412639753348	1
AGO3	-0.581412639753348	1
PPIL3	-0.581412639753348	1
FEZ2	-0.581412639753348	1
YPEL2	-0.581412639753348	1
TNFRSF1B	-0.581023195820388	1
CHCHD10	-0.580922677092537	1
ARPC1B	-0.580552783738489	0.273351070136554
PBDC1	-0.58039986678028	1
ORAI1	-0.580180795328807	1
GALM	-0.580031409354987	1
BCAP31	-0.579241540711721	1
SNW1	-0.579241540711719	1
B4GALT1	-0.579241540711719	1
FARSA	-0.579241540711719	1
FOXN3	-0.579241540711719	1
USP24	-0.579241540711719	1
RBMS1	-0.578597624146293	1
POLR2F	-0.577903853976209	1
IDH3B	-0.577903853976209	1
GABARAP	-0.577903853976209	1
TMEM167A	-0.577611069593491	1
RNF213	-0.576862572775546	0.777227696221541
PRDX5	-0.576814122795998	1
PIK3IP1	-0.576756277322125	1
PDZD11	-0.576341650205927	1
CTSW	-0.576341650205927	1
FAM110A	-0.576341650205927	1
SHC1	-0.576341650205927	1
ADARB1	-0.576341650205927	1
ARPC4	-0.575457916615726	1
MRPL9	-0.575145881350989	1
UBQLN1	-0.575145881350989	1
ATP5C1	-0.574986370593915	1
RUNX3	-0.574777752989488	1
PSMB8	-0.574742589748304	1
ID2	-0.574675143100336	1
LTN1	-0.574493225813558	1
GZMA	-0.574357882219397	1
CHCHD1	-0.5740821430238	1
COPS3	-0.573799455643473	1
POLR2C	-0.573799455643473	1
CLIC1	-0.573700318378985	0.604949598610369
PTGES3	-0.572642430125615	1
M6PR	-0.572271985896879	1
C19orf66	-0.572271985896879	1
PTEN	-0.572271985896879	1
MAGEH1	-0.572271985896879	1
SMG7	-0.572271985896879	1
FOXN2	-0.572271985896879	1
GID8	-0.572271985896879	1
LAMP1	-0.571252773533125	1
EIF2S2	-0.570047320782365	1
CYB5B	-0.569552484543287	1
ADRM1	-0.568505155973959	1
KIDINS220	-0.568505155973959	1
FAM117A	-0.566145883100038	1
GLUD1	-0.566145883100038	1
SKIV2L2	-0.566145883100038	1
KMT5B	-0.566145883100038	1
CACUL1	-0.566145883100038	1
DCAF15	-0.566145883100038	1
MFSD8	-0.566145883100038	1
RRS1	-0.566145883100038	1
RSPRY1	-0.566145883100038	1
TRUB1	-0.566145883100038	1
POLRMT	-0.566145883100038	1
POC5	-0.566145883100038	1
BRAT1	-0.566145883100038	1
USP37	-0.566145883100038	1
UNG	-0.566145883100038	1
CLCN7	-0.566145883100038	1
C6orf120	-0.566145883100038	1
FAM241B	-0.566145883100038	1
MEGF9	-0.566145883100038	1
LHPP	-0.566145883100038	1
AREL1	-0.566145883100038	1
CENPM	-0.566145883100038	1
PGK1	-0.564226128936671	1
TWF2	-0.564098054451179	1
PSD4	-0.564098054451179	1
HERC6	-0.564098054451179	1
MVP	-0.563782745731555	1
NUMB	-0.563352668208357	1
WDR54	-0.563352668208357	1
S1PR4	-0.56287668831592	1
HIKESHI	-0.562731218687273	1
RNF125	-0.562731218687273	1
DBNL	-0.562457696069922	1
SELENOT	-0.56220516761822	1
CD53	-0.562168027352778	1
OTUD4	-0.561754113982879	1
ARRDC1	-0.561754113982879	1
HLA-A	-0.561551871739485	0.040970746325409
COX6A1	-0.560625862544374	1
TMEM65	-0.559044826724892	1
PRPF31	-0.558451491310036	1
NDUFB8	-0.55720660811873	1
SEC61G	-0.55587754764621	1
TNF	-0.55587754764621	1
CCDC167	-0.55587754764621	1
MRPS36	-0.55587754764621	1
HHLA3	-0.55587754764621	1
MRPS9	-0.55587754764621	1
RAP2C	-0.55587754764621	1
NOC2L	-0.55587754764621	1
AGO2	-0.55587754764621	1
SLC25A24	-0.55587754764621	1
DIS3L2	-0.55587754764621	1
L3MBTL2	-0.55587754764621	1
AXIN1	-0.55587754764621	1
DNMT3A	-0.55587754764621	1
HAUS6	-0.55587754764621	1
EDEM2	-0.55587754764621	1
TYK2	-0.55587754764621	1
CRIP2	-0.55587754764621	1
TUBA4A	-0.55500026270529	1
LINC02273	-0.553450810251669	1
ARMC8	-0.552125412785103	1
CALHM2	-0.552125412785103	1
NCKAP1L	-0.551290278150557	1
AKIRIN1	-0.55071584253043	1
PGM2L1	-0.55071584253043	1
EMC8	-0.55071584253043	1
RAB4B	-0.55071584253043	1
CKS2	-0.55071584253043	1
CMTM6	-0.549976946206526	1
DCAF13	-0.549522052606385	1
MYC	-0.549522052606385	1
TBCA	-0.549213817365198	1
SNX3	-0.54760993166261	1
ADCY7	-0.54760993166261	1
MRPS18B	-0.54760993166261	1
MLH1	-0.54760993166261	1
DNASE2	-0.54760993166261	1
TNKS2	-0.54760993166261	1
VAMP8	-0.546980071342241	1
TACC1	-0.54647884964396	1
PPP4R3B	-0.546146009628437	1
PSMG4	-0.545535603424752	1
IRF7	-0.545294208788382	1
GPN1	-0.544052112249421	1
RUNX2	-0.544052112249421	1
CCDC32	-0.544052112249421	1
ZBTB44	-0.544052112249421	1
RPL37A	-0.543629319689793	0.062286430820213
RSBN1L	-0.543570652194597	1
CHMP2B	-0.542938491938711	1
ELOB	-0.542850867349971	1
MRPL33	-0.542394318282588	1
OTUB1	-0.540810099557268	1
ETFB	-0.540810099557268	1
RETREG1	-0.540810099557268	1
SEC61A1	-0.539936003777189	1
MZT2A	-0.539792444889474	1
SUMO2	-0.539365333564553	0.117368490111706
RBPJ	-0.538416577579987	1
STOML2	-0.538416577579987	1
YIPF4	-0.538416577579987	1
SDCBP	-0.537140985064624	1
HLA-DRA	-0.536726447301299	1
SEPT7	-0.536611688120479	1
RPS27	-0.53587193178625	0.178685046669308
RSF1	-0.535118987479413	1
IER3IP1	-0.535118987479413	1
TAPBPL	-0.535118987479413	1
CYTOR	-0.535118987479413	1
HTATIP2	-0.535118987479413	1
TRAPPC2	-0.535118987479413	1
FBXW2	-0.535118987479413	1
ATP11B	-0.535118987479413	1
DTD1	-0.535118987479413	1
LYST	-0.535118987479413	1
RANBP9	-0.535118987479413	1
KHDC4	-0.535118987479413	1
VHL	-0.535118987479413	1
NOA1	-0.535118987479413	1
ELOA	-0.535118987479413	1
NELFA	-0.535118987479413	1
TMEM131	-0.535118987479413	1
C7orf26	-0.535118987479413	1
CANT1	-0.535118987479413	1
PDRG1	-0.535118987479413	1
MTX2	-0.535118987479413	1
C2orf68	-0.535118987479413	1
RGP1	-0.535118987479413	1
C1QA	-0.535118987479413	1
ZDHHC16	-0.535118987479413	1
RPUSD1	-0.535118987479413	1
UBE2O	-0.535118987479413	1
GFM2	-0.535118987479413	1
ZNF253	-0.535118987479413	1
AL117339.5	-0.535118987479413	1
CETN2	-0.535118987479413	1
TOP3A	-0.535118987479413	1
C19orf48	-0.535118987479413	1
NBPF11	-0.535118987479413	1
ACCS	-0.535118987479413	1
HIP1R	-0.535118987479413	1
WDR25	-0.535118987479413	1
IGHA2	-0.535118987479413	1
NFS1	-0.535118987479413	1
ZNF846	-0.535118987479413	1
C19orf47	-0.535118987479413	1
MIATNB	-0.535118987479413	1
POLR3H	-0.535118987479413	1
RRNAD1	-0.535118987479413	1
LINC00954	-0.535118987479413	1
AC093635.1	-0.535118987479413	1
ALDH5A1	-0.535118987479413	1
HMGN4	-0.535118987479413	1
CEP41	-0.535118987479413	1
ARSD	-0.535118987479413	1
GPRASP1	-0.535118987479413	1
TMEM38B	-0.535118987479413	1
ENG	-0.535118987479413	1
KCNQ1	-0.535118987479413	1
ZNF202	-0.535118987479413	1
LGMN	-0.535118987479413	1
EIF3C	-0.535118987479413	1
ZNF232	-0.535118987479413	1
METTL25	-0.535118987479413	1
VPS18	-0.535118987479413	1
DAPL1	-0.535118987479413	1
SCLY	-0.535118987479413	1
SAMD10	-0.535118987479413	1
ZNF80	-0.535118987479413	1
CFL1	-0.534849752610499	0.371229586961357
ATP5L	-0.534259472982205	0.338406211883823
CALM2	-0.53295440336609	1
PGLS	-0.53295440336609	1
RAN	-0.532903432847583	1
TRAPPC4	-0.532607768323363	1
ADAM19	-0.53238919472384	1
DRAP1	-0.532198551176699	1
ATP6V1F	-0.5321289448736	1
TMEM238	-0.5321289448736	1
FNTA	-0.529882339113266	1
DAD1	-0.529405336285019	1
PRNP	-0.529405336285019	1
C1orf52	-0.529405336285019	1
SNAPIN	-0.529405336285019	1
ANTXR2	-0.529405336285019	1
SMARCA4	-0.529405336285019	1
CTSS	-0.529132692413682	1
HCST	-0.528587250047681	0.221112490366921
CARD16	-0.528132557163305	1
COA3	-0.528132557163305	1
ZNF281	-0.528132557163305	1
DDHD1	-0.528132557163305	1
METAP1	-0.528132557163305	1
MRPL41	-0.527449139319693	1
MRPL17	-0.527256869706442	1
SS18L2	-0.526617518913399	1
CEP192	-0.526130204252158	1
MAD1L1	-0.526130204252158	1
VASP	-0.524966271118522	1
RNF34	-0.52462661366177	1
SRPRB	-0.52462661366177	1
VIM	-0.524441854099389	0.628896311097775
UBE2H	-0.524007032359188	1
CAP1	-0.523668966735875	1
CARHSP1	-0.523668966735875	1
FKBP8	-0.523202854500634	1
LIMD2	-0.52277985946998	1
CMPK1	-0.522518950699779	1
ATP2B4	-0.522518950699779	1
MAP7D3	-0.522518950699779	1
NUP50	-0.522518950699779	1
PGP	-0.522518950699779	1
ZNF480	-0.522518950699779	1
STIM1	-0.522518950699779	1
AAMP	-0.522518950699779	1
RBX1	-0.52214669033366	1
CLEC2D	-0.521614723129664	0.604949598610369
HADHA	-0.521418076902838	1
MDH2	-0.520885094306705	1
COX17	-0.519703935092725	1
CNOT6L	-0.519351671621096	1
E2F4	-0.519351671621096	1
FBXO7	-0.519351671621096	1
GTF2H1	-0.519351671621096	1
CHERP	-0.519351671621096	1
PDE12	-0.519351671621096	1
SNUPN	-0.519351671621096	1
CEBPD	-0.519351671621096	1
SAMHD1	-0.518662211612327	1
OSTC	-0.51790969744719	1
ARPC3	-0.517836182451078	0.381777045321496
HLA-F	-0.517507028688686	1
DNAJB14	-0.517447961152356	1
ATXN1	-0.51708506464915	1
NDUFA1	-0.516960764038132	1
COX6C	-0.516615666551341	1
COPS9	-0.516288919250166	1
RNF166	-0.51568845753051	1
CST7	-0.51568845753051	1
RPS29	-0.515516457509882	0.187850574042743
TOP1	-0.515173577067913	1
HIGD2A	-0.514776382702019	1
ATP5J	-0.514057371951582	1
ERH	-0.514057371951582	1
PLEC	-0.514057371951582	1
GDF11	-0.514057371951582	1
CTSL	-0.514057371951582	1
RAP2B	-0.514057371951582	1
TNIP1	-0.514057371951582	1
FAM208B	-0.514057371951582	1
CDK6	-0.514057371951582	1
MKNK1	-0.514057371951582	1
RAB5A	-0.514057371951582	1
UBE2J2	-0.514057371951582	1
ZNF277	-0.514057371951582	1
HSD17B8	-0.514057371951582	1
RNF138	-0.514057371951582	1
RING1	-0.514057371951582	1
ANKRD26	-0.514057371951582	1
PFN1	-0.511614514248862	0.334944919809532
CRBN	-0.511128040912911	1
NFYB	-0.510789658117672	1
DUSP5	-0.510789658117672	1
ZNF106	-0.510789658117672	1
DAZAP2	-0.510048769647985	1
DBF4	-0.509807898950224	1
RANGAP1	-0.509807898950224	1
PPIH	-0.509807898950224	1
C16orf87	-0.509807898950224	1
MRPL15	-0.509807898950224	1
PSMA5	-0.509583895372275	1
SNRPN	-0.509056690893217	1
IL4I1	-0.509056690893217	1
GSTO1	-0.50846335547836	1
SMARCE1	-0.507982857541897	1
ETV6	-0.507982857541897	1
SEPT1	-0.506612559790419	1
CKLF	-0.506549835282641	1
BICDL1	-0.506321723171977	1
ESD	-0.505874167703556	1
RNASET2	-0.505545872096065	1
FLII	-0.505545872096065	1
CD3D	-0.504343608885185	0.033627279660528
PAFAH1B2	-0.503410127752074	1
WDR26	-0.503410127752074	1
PANK3	-0.503410127752074	1
LAMTOR3	-0.503410127752074	1
DUSP7	-0.503410127752074	1
AP4S1	-0.503410127752074	1
SGTA	-0.503410127752074	1
CDC23	-0.503410127752074	1
BPNT1	-0.503410127752074	1
SYNGAP1	-0.503410127752074	1
BCOR	-0.503410127752074	1
SLC8B1	-0.503410127752074	1
NKIRAS2	-0.503410127752074	1
TMEM161A	-0.503410127752074	1
PLAUR	-0.503410127752074	1
PDE6D	-0.503410127752074	1
RMND5A	-0.503410127752074	1
SELENON	-0.503410127752074	1
RAD54L2	-0.503410127752074	1
AUTS2	-0.503410127752074	1
RAP1B	-0.502054848140064	1
SPCS2	-0.50188265800548	1
EIF4A3	-0.50188265800548	1
SSBP1	-0.50127121699574	1
HSD17B11	-0.500941872161324	1
ISCA1	-0.500941872161324	1
BRK1	-0.500779871707402	1
POP7	-0.499843512731883	1
GALK1	-0.499843512731883	1
LTB	-0.499529542101504	1
PFDN1	-0.49922233078864	1
EIF2S3	-0.499071192027737	1
PSMD9	-0.498822858256424	1
UHMK1	-0.498339138204652	1
MED4	-0.498056893257868	1
RBM5	-0.49698385859264	1
TMOD3	-0.49698385859264	1
EAPP	-0.49698385859264	1
TRAPPC10	-0.49698385859264	1
ATG14	-0.49698385859264	1
HSDL2	-0.49698385859264	1
NUPL2	-0.49698385859264	1
FAM192A	-0.49698385859264	1
NOLC1	-0.49698385859264	1
UBASH3A	-0.49698385859264	1
TRBC1	-0.496828654994956	1
LINC00861	-0.495756555208639	1
ADAM8	-0.495756555208639	1
MYD88	-0.495372808686657	1
ZC3H7A	-0.494639918124341	1
MYL12B	-0.494585362544125	0.290822823105847
PPP1R18	-0.493141792298248	1
KLHDC3	-0.492683721159016	1
WDR75	-0.492683721159016	1
MMD	-0.492683721159016	1
PPP1R16B	-0.492683721159016	1
HMG20A	-0.492683721159016	1
SCAND1	-0.491549972542012	1
MFF	-0.491549972542012	1
NDUFB5	-0.491337295451499	1
ATP1A1	-0.491337295451499	1
ITPKB	-0.491026403296242	1
CIAPIN1	-0.489604328227045	1
SEPT9	-0.489604328227045	1
TMEM161B	-0.489604328227045	1
FAR1	-0.489604328227045	1
ELOC	-0.489090456435008	1
NOP10	-0.487290462388797	1
SIAH2	-0.487290462388797	1
P4HTM	-0.487290462388797	1
COMMD6	-0.486680933020278	0.660734675883183
SH3BGRL3	-0.486491484774999	1
DUT	-0.484972879495398	1
FAM89B	-0.484874176314647	1
PRPF40A	-0.484044802885142	1
RBBP4	-0.484044802885142	1
STX12	-0.484044802885142	1
TSN	-0.484044802885142	1
EIF4E2	-0.48342575329792	1
FKBP1A	-0.483137732725813	1
GPS1	-0.481876966202433	1
RPAP3	-0.481876966202433	1
CASP6	-0.481876966202433	1
COX6B1	-0.481443007696864	1
GHITM	-0.481305941045211	1
SASH3	-0.481042314723619	1
PRKAA1	-0.481042314723619	1
WIPI2	-0.480326514639033	1
DAPP1	-0.480326514639033	1
RPL39	-0.480024937442334	0.117368490111706
NDUFV2	-0.48000552341713	1
PUM2	-0.479705867160807	1
RAB11B	-0.479162581505396	1
POLR3K	-0.479162581505396	1
CWC15	-0.478463770621844	1
SBNO1	-0.477531495926469	1
MPLKIP	-0.476679762137552	1
MPC1	-0.476443080151805	1
SREK1IP1	-0.476443080151805	1
NDUFA12	-0.476024239956994	1
IFI27L2	-0.476024239956994	1
AIMP1	-0.47566513726917	1
C6orf62	-0.475504131182189	1
CRIP1	-0.475259087437925	1
SNRPD2	-0.474785218147776	1
GSTK1	-0.473837012368727	1
RPL28	-0.473377501057594	0.117368490111706
ABCD4	-0.470988650059696	1
SCP2	-0.470988650059696	1
CBX6	-0.470988650059696	1
HERC4	-0.470988650059696	1
ABLIM1	-0.470988650059696	1
PHACTR2	-0.470988650059696	1
BRMS1	-0.470988650059696	1
DDX60L	-0.470988650059696	1
KCNN4	-0.470988650059696	1
OPA1	-0.470988650059696	1
TRRAP	-0.470988650059696	1
GRPEL1	-0.470988650059696	1
CCP110	-0.470988650059696	1
CTR9	-0.470988650059696	1
ZNF493	-0.470988650059696	1
GOPC	-0.470988650059696	1
CARD11	-0.470988650059696	1
RAB1A	-0.470988650059696	1
ASXL1	-0.470988650059696	1
CEBPZOS	-0.470988650059696	1
HBEGF	-0.470988650059696	1
DRAM2	-0.470988650059696	1
NIPSNAP2	-0.470988650059696	1
NIPA2	-0.470988650059696	1
QDPR	-0.470988650059696	1
PPM1A	-0.470988650059696	1
TMEM209	-0.470988650059696	1
NOM1	-0.470988650059696	1
FAM219B	-0.470988650059696	1
HSD17B7	-0.470988650059696	1
CDC37L1	-0.470988650059696	1
MAPK14	-0.470988650059696	1
TRMT11	-0.470988650059696	1
BET1L	-0.470988650059696	1
ARAP1	-0.470988650059696	1
ZNF507	-0.470988650059696	1
ZNF562	-0.470988650059696	1
BRCC3	-0.470988650059696	1
NEK1	-0.470988650059696	1
GMDS	-0.470988650059696	1
CDK16	-0.470988650059696	1
HGH1	-0.470988650059696	1
GOT1	-0.470988650059696	1
LYZ	-0.470988650059696	1
ZNF134	-0.470988650059696	1
ZNF230	-0.470988650059696	1
GALNT2	-0.470988650059696	1
NECTIN3	-0.470988650059696	1
QTRT2	-0.470988650059696	1
WDR36	-0.470988650059696	1
RIOX1	-0.470988650059696	1
APOBR	-0.470988650059696	1
SLC35A1	-0.470988650059696	1
MDP1	-0.470988650059696	1
TMEM185B	-0.470988650059696	1
WDR12	-0.470988650059696	1
CHCHD6	-0.470988650059696	1
HLA-DMB	-0.470988650059696	1
PEX10	-0.470988650059696	1
ZBTB20-AS2	-0.470988650059696	1
FIG4	-0.470988650059696	1
HILPDA	-0.470988650059696	1
MAGED1	-0.470988650059696	1
ABL1	-0.470988650059696	1
ACACA	-0.470988650059696	1
AC010618.3	-0.470988650059696	1
ZNF566	-0.470988650059696	1
ZNF841	-0.470988650059696	1
CBY1	-0.470988650059696	1
N6AMT1	-0.470988650059696	1
ZNF25	-0.470988650059696	1
SLC35G1	-0.470988650059696	1
NPIPB4	-0.470988650059696	1
PKP4	-0.470988650059696	1
NCKAP1	-0.470988650059696	1
DAPK2	-0.470988650059696	1
PSME1	-0.469947368859035	0.5491554532398
IL2RG	-0.469795847146864	1
PSTPIP1	-0.466458991579184	1
CHST12	-0.465274998865304	1
NCBP2	-0.465014749015063	1
NDUFA3	-0.464729659588013	1
FUBP1	-0.46441599613621	1
R3HDM4	-0.464069236119905	1
NECAP2	-0.463474596402389	1
YWHAH	-0.463253001280091	1
RPL41	-0.463062368529086	0.295521985942013
CCNDBP1	-0.463017938951117	1
SRSF6	-0.462768143254729	1
TTC17	-0.462768143254729	1
CD3G	-0.46247156702984	0.920231745942702
PLEKHB2	-0.462218440431965	1
RETREG2	-0.461589952057447	1
ZCCHC7	-0.460864432785989	1
LTA	-0.460864432785989	1
H3F3A	-0.460435684516648	0.254557996442882
GIMAP4	-0.460217753603374	1
PIEZO1	-0.460017532238694	1
DENND1B	-0.460017532238694	1
ANKRD13A	-0.459016008393621	1
LRPPRC	-0.459016008393621	1
KLF12	-0.459016008393621	1
ZC3H15	-0.458736389235679	1
RABGAP1L	-0.458640257632052	1
PEX2	-0.457813261311963	1
GALK2	-0.457813261311963	1
NOL11	-0.457813261311963	1
ECI1	-0.457813261311963	1
PSMA7	-0.457442118221749	1
OLA1	-0.457116475478139	1
GTF3A	-0.456930609072202	1
SEC61B	-0.456739694321417	1
SELPLG	-0.456739694321417	1
COX7C	-0.456646948116498	0.447113007497828
TMEM50A	-0.456341874095295	1
IRF2BPL	-0.456341874095295	1
MLEC	-0.456341874095295	1
EBP	-0.456341874095295	1
PSMB5	-0.455475650688372	1
UPF2	-0.454500527271129	1
NELFE	-0.454500527271129	1
COMMD9	-0.454500527271129	1
MCMBP	-0.454500527271129	1
PHKG2	-0.454500527271129	1
TFDP1	-0.454500527271129	1
RRN3	-0.454500527271129	1
ATP13A1	-0.454500527271129	1
CTU1	-0.454500527271129	1
ZFAND3	-0.454500527271129	1
KIF21A	-0.454500527271129	1
SDF2	-0.453779360027474	1
ZMAT3	-0.453394590044959	1
TSPYL1	-0.45299222076585	1
ODF2L	-0.452571016429962	1
PSEN1	-0.452129622808381	1
C6orf203	-0.452129622808381	1
UBN1	-0.452129622808381	1
IL27RA	-0.451426383681179	1
ADAR	-0.450130045162032	1
PHC3	-0.450130045162032	1
SELENOF	-0.449478421374583	1
WIPF1	-0.449365838359902	1
PUF60	-0.448962343729698	1
MTIF3	-0.448962343729698	1
MSL3	-0.448962343729698	1
AHCYL1	-0.448962343729698	1
PSME3	-0.448962343729698	1
CTNNA1	-0.448962343729698	1
GCN1	-0.448962343729698	1
SURF6	-0.448962343729698	1
CDCA4	-0.448962343729698	1
WDR59	-0.448962343729698	1
MCOLN2	-0.448962343729698	1
PPP2CB	-0.448962343729698	1
MAP2K2	-0.448420893154422	1
NMT1	-0.448196785186453	1
GNAI3	-0.447376092837746	1
DCPS	-0.446943176093046	1
BEX4	-0.446943176093046	1
SFT2D1	-0.446494088138948	1
RASSF7	-0.446185259059125	1
PRDX4	-0.446185259059125	1
USP10	-0.446185259059125	1
UQCR10	-0.445999929873836	1
TOMM7	-0.44467737294385	1
CCDC90B	-0.444516438698506	1
USP38	-0.444516438698506	1
SCAMP1-AS1	-0.444516438698506	1
F8A1	-0.444516438698506	1
UBL5	-0.444063544316859	1
PYHIN1	-0.443402818387797	1
ECH1	-0.44310961748426	1
ANXA7	-0.442606848689874	1
CTSA	-0.442606848689874	1
PLEKHA3	-0.442606848689874	1
STX10	-0.442606848689874	1
KRT10	-0.442191385752262	1
BANF1	-0.442009583087931	1
SH3BGRL	-0.441842304400181	1
UBE2W	-0.441544872167215	1
TMEM14B	-0.441172995624135	1
TBCB	-0.441172995624135	1
NME3	-0.441065013509578	1
PPP6R1	-0.440868661683361	1
EZR	-0.440615001016178	1
TALDO1	-0.440400330226275	1
ASB8	-0.440400330226275	1
RAB22A	-0.440400330226275	1
HAPLN3	-0.440400330226275	1
CERS2	-0.439794028456103	1
TRAF3IP3	-0.439323290205449	1
BATF	-0.438838126455991	1
TM2D3	-0.437821786124498	1
JAGN1	-0.437821786124498	1
YWHAG	-0.437821786124498	1
WDFY1	-0.437821786124498	1
KIF3A	-0.437821786124498	1
GNPTG	-0.437821786124498	1
PNO1	-0.437821786124498	1
DCP1A	-0.437821786124498	1
POMGNT1	-0.437821786124498	1
GOLPH3L	-0.437821786124498	1
ALKBH3	-0.437821786124498	1
LMNB2	-0.437821786124498	1
BCKDK	-0.437821786124498	1
CHN1	-0.437821786124498	1
AC012615.1	-0.437821786124498	1
UQCRH	-0.437003235724729	1
TRBC2	-0.436578619273867	1
VTI1B	-0.43605485995031	1
ABCE1	-0.43605485995031	1
NUB1	-0.435583313928497	1
FAM46C	-0.435238625110495	1
SUPT16H	-0.434768462146944	1
UGCG	-0.434768462146944	1
SVIP	-0.434462774034584	1
PASK	-0.434089067248168	1
VDAC1	-0.434089067248168	1
CNOT7	-0.434089067248168	1
AUP1	-0.434089067248168	1
SKA2	-0.433790032105448	1
HMGN1	-0.433621797595212	1
RAB14	-0.433020799860676	1
CHRAC1	-0.433020799860676	1
ARL8A	-0.433020799860676	1
DESI1	-0.433020799860676	1
SNTA1	-0.433020799860676	1
CDC42SE2	-0.432729316873345	1
ADAM10	-0.431888830370756	1
ST3GAL1	-0.431888830370756	1
DIAPH1	-0.431708662397886	1
STK4	-0.431496356405254	1
RBM3	-0.431382769550289	1
TBC1D22A	-0.431095922936185	1
CYBA	-0.430958333403785	0.844879059019558
MRPL51	-0.430509580704626	1
MRPS22	-0.430058386004816	1
CTBP1	-0.430058386004816	1
TIMMDC1	-0.430058386004816	1
FAM107B	-0.429905744091655	1
ZC3H18	-0.429409546308297	1
TSR3	-0.429409546308297	1
MDM4	-0.429168474365069	1
SAP18	-0.429062786291992	1
CCAR1	-0.428642359350102	1
CALR	-0.427812508857915	1
DOK2	-0.427514323554132	1
ABRACL	-0.426594530701244	1
SFXN3	-0.426594530701244	1
ZWILCH	-0.426594530701244	1
CS	-0.426594530701244	1
ARL1	-0.426594530701244	1
DAXX	-0.426594530701244	1
EMG1	-0.426594530701244	1
ST6GALNAC6	-0.426594530701244	1
SMIM30	-0.426594530701244	1
GLTP	-0.426594530701244	1
PRKCSH	-0.426594530701244	1
SMARCD2	-0.426594530701244	1
N4BP2	-0.426594530701244	1
BAK1	-0.426594530701244	1
SZT2	-0.426594530701244	1
IGSF8	-0.426594530701244	1
GTPBP3	-0.426594530701244	1
KIF1C	-0.426594530701244	1
UMAD1	-0.426594530701244	1
FCHSD2	-0.426594530701244	1
CNPPD1	-0.423940077255265	1
SGTB	-0.422490132368507	1
HTT	-0.422490132368507	1
LAT	-0.422142746130158	1
DPY30	-0.421576455934619	1
FAM96B	-0.421280730804777	1
FAS	-0.420947967560101	1
UBE2Z	-0.420947967560101	1
C11orf68	-0.420947967560101	1
CHMP6	-0.420947967560101	1
DNAJC10	-0.420947967560101	1
HCFC1R1	-0.420947967560101	1
PPP5C	-0.420947967560101	1
NDUFB2	-0.420748272765556	1
FAM49B	-0.420139508563944	1
PPCS	-0.419641770059477	1
SMC3	-0.419304494770765	1
PPP1R14B	-0.419060858015835	1
MCTS1	-0.418732412928273	1
BIN1	-0.418374023896274	1
