	log2FoldChange	fdr
DDX43	-2.33184356375245	1
IMMP2L	-2.33184356375245	1
CAV1	-2.33184356375245	1
ZNF674-AS1	-2.33184356375245	1
MAGEE1	-2.33184356375245	1
LRRC24	-2.33184356375245	1
GAS1	-2.33184356375245	1
CCND1	-2.33184356375245	1
FZD4	-2.33184356375245	1
IFT81	-2.33184356375245	1
SLC25A15	-2.33184356375245	1
VASH1-AS1	-2.33184356375245	1
ANGEL1	-2.33184356375245	1
DECR2	-2.33184356375245	1
KDM8	-2.33184356375245	1
ZNF778	-2.33184356375245	1
CDK5R1	-2.33184356375245	1
SOCS6	-2.33184356375245	1
DZANK1	-2.33184356375245	1
KIAA1683	-2.33184356375245	1
AC093227.1	-2.33184356375245	1
Z99774.1	-2.33184356375245	1
PWP2	-2.33184356375245	1
WWTR1	-2.33184356375245	1
ZNF782	-2.33184356375245	1
PXDN	-2.33184356375245	1
ZNF385A	-2.33184356375245	1
PLEKHH3	-2.33184356375245	1
POU3F1	-2.33184356375245	1
DDAH1	-2.33184356375245	1
IRAK1BP1	-2.33184356375245	1
TSPAN6	-2.33184356375245	1
KCNRG	-2.33184356375245	1
RHBDF1	-2.33184356375245	1
B9D1	-2.33184356375245	1
LGALS9B	-2.33184356375245	1
AC068473.5	-2.33184356375245	1
LINC01355	-2.33184356375245	1
CCDC24	-2.33184356375245	1
SYDE2	-2.33184356375245	1
PSRC1	-2.33184356375245	1
FRZB	-2.33184356375245	1
U73166.1	-2.33184356375245	1
COL8A1	-2.33184356375245	1
FSTL1	-2.33184356375245	1
RAB6B	-2.33184356375245	1
B3GALNT1	-2.33184356375245	1
B3GNT5	-2.33184356375245	1
FAM218A	-2.33184356375245	1
PDLIM3	-2.33184356375245	1
AC025171.5	-2.33184356375245	1
ARRDC3-AS1	-2.33184356375245	1
TDRD6	-2.33184356375245	1
NT5E	-2.33184356375245	1
RNF217	-2.33184356375245	1
AC073335.2	-2.33184356375245	1
RGN	-2.33184356375245	1
OSR2	-2.33184356375245	1
AL133410.1	-2.33184356375245	1
CBWD6	-2.33184356375245	1
ANKRD20A4	-2.33184356375245	1
PTGR1	-2.33184356375245	1
CCDC183	-2.33184356375245	1
CAVIN3	-2.33184356375245	1
EXPH5	-2.33184356375245	1
CDON	-2.33184356375245	1
P3H3	-2.33184356375245	1
LINC02381	-2.33184356375245	1
GLT8D2	-2.33184356375245	1
SERP2	-2.33184356375245	1
SPRED1	-2.33184356375245	1
CMTM4	-2.33184356375245	1
EXOC3L1	-2.33184356375245	1
EDC4	-2.33184356375245	1
AC010536.1	-2.33184356375245	1
MEIOC	-2.33184356375245	1
SDK2	-2.33184356375245	1
BAIAP2-AS1	-2.33184356375245	1
LAMP5	-2.33184356375245	1
ZNF341	-2.33184356375245	1
TUBB4A	-2.33184356375245	1
ANGPTL6	-2.33184356375245	1
CLTCL1	-2.33184356375245	1
AP001432.1	-2.33184356375245	1
LINGO2	-2.33184356375245	1
FNDC10	-2.33184356375245	1
AL031283.1	-2.33184356375245	1
ZNF436	-2.33184356375245	1
CNR2	-2.33184356375245	1
IFNLR1	-2.33184356375245	1
PTPRU	-2.33184356375245	1
AL136115.2	-2.33184356375245	1
MFSD2A	-2.33184356375245	1
NDC1	-2.33184356375245	1
TMEM56-RWDD3	-2.33184356375245	1
PALMD	-2.33184356375245	1
LRRC39	-2.33184356375245	1
EFNA1	-2.33184356375245	1
C1orf220	-2.33184356375245	1
OCLM	-2.33184356375245	1
C1orf53	-2.33184356375245	1
KHK	-2.33184356375245	1
STON1	-2.33184356375245	1
AC008074.3	-2.33184356375245	1
DYSF	-2.33184356375245	1
TISP43	-2.33184356375245	1
NOSTRIN	-2.33184356375245	1
FSIP2	-2.33184356375245	1
GULP1	-2.33184356375245	1
LINC01963	-2.33184356375245	1
XYLB	-2.33184356375245	1
ZNF589	-2.33184356375245	1
CELSR3	-2.33184356375245	1
PLXND1	-2.33184356375245	1
EPHB1	-2.33184356375245	1
SLC35G2	-2.33184356375245	1
PLS1	-2.33184356375245	1
CRYGS	-2.33184356375245	1
APOD	-2.33184356375245	1
CCDC96	-2.33184356375245	1
LINC00504	-2.33184356375245	1
CCNA2	-2.33184356375245	1
SH3D19	-2.33184356375245	1
TRIM2	-2.33184356375245	1
GUCY1B3	-2.33184356375245	1
CPE	-2.33184356375245	1
TRIO	-2.33184356375245	1
PDZD2	-2.33184356375245	1
AC025181.2	-2.33184356375245	1
AC011374.2	-2.33184356375245	1
GPRIN1	-2.33184356375245	1
HIST1H4B	-2.33184356375245	1
PRRT1	-2.33184356375245	1
CPNE5	-2.33184356375245	1
AL080250.1	-2.33184356375245	1
AC092171.2	-2.33184356375245	1
AEBP1	-2.33184356375245	1
ZNF713	-2.33184356375245	1
RABGEF1.1	-2.33184356375245	1
GAL3ST4	-2.33184356375245	1
PTN	-2.33184356375245	1
AC093673.2	-2.33184356375245	1
USP51	-2.33184356375245	1
KLF8	-2.33184356375245	1
ARMCX2	-2.33184356375245	1
ZFP92	-2.33184356375245	1
MTUS1	-2.33184356375245	1
PSD3	-2.33184356375245	1
STC1	-2.33184356375245	1
MATN2	-2.33184356375245	1
RGS22	-2.33184356375245	1
DEPTOR	-2.33184356375245	1
AL512625.3	-2.33184356375245	1
ASTN2	-2.33184356375245	1
AL161911.1	-2.33184356375245	1
MAPK8IP1	-2.33184356375245	1
RTN4RL2	-2.33184356375245	1
PELI3	-2.33184356375245	1
RHOD	-2.33184356375245	1
KIAA1217	-2.33184356375245	1
PBLD	-2.33184356375245	1
DNMBP	-2.33184356375245	1
HTRA1	-2.33184356375245	1
SLC2A14	-2.33184356375245	1
CCDC184	-2.33184356375245	1
AVIL	-2.33184356375245	1
USP44	-2.33184356375245	1
FAM216A	-2.33184356375245	1
LACC1	-2.33184356375245	1
ADCY4	-2.33184356375245	1
CBLN3	-2.33184356375245	1
TTC7B	-2.33184356375245	1
NDN	-2.33184356375245	1
MEIS2	-2.33184356375245	1
FSIP1	-2.33184356375245	1
MYO5C	-2.33184356375245	1
THAP10	-2.33184356375245	1
ISLR	-2.33184356375245	1
MEX3B	-2.33184356375245	1
HBQ1	-2.33184356375245	1
PRSS22	-2.33184356375245	1
AC092375.2	-2.33184356375245	1
AC009053.2	-2.33184356375245	1
CENPBD1	-2.33184356375245	1
DLG4	-2.33184356375245	1
RNF112	-2.33184356375245	1
CCDC144NL	-2.33184356375245	1
OMG	-2.33184356375245	1
AC005899.6	-2.33184356375245	1
HSD17B1	-2.33184356375245	1
RAMP2	-2.33184356375245	1
KIF19	-2.33184356375245	1
CYGB	-2.33184356375245	1
PYCR1	-2.33184356375245	1
ZNF516	-2.33184356375245	1
AL121782.1	-2.33184356375245	1
AL035661.1	-2.33184356375245	1
TGM2	-2.33184356375245	1
RIPOR3	-2.33184356375245	1
C20orf197	-2.33184356375245	1
ADAT3	-2.33184356375245	1
GNG7	-2.33184356375245	1
ZNF554	-2.33184356375245	1
AC008567.3	-2.33184356375245	1
ZNF823	-2.33184356375245	1
ZNF799	-2.33184356375245	1
LINC00663	-2.33184356375245	1
AXL	-2.33184356375245	1
EHD2	-2.33184356375245	1
PPFIA3	-2.33184356375245	1
EDDM13	-2.33184356375245	1
ZNF667	-2.33184356375245	1
SERHL2	-2.33184356375245	1
FCGR3A	-2.21636634633251	3.18045712842919E-09
AC108134.2	-2.17984047030739	1
C1orf109	-2.17984047030739	1
ERBB2	-2.17984047030739	1
C1S	-2.17984047030739	1
TCF4	-2.17984047030739	1
CXCR2	-2.16191856231013	1
S1PR5	-2.14628791059637	0.000275476915719
COL1A1	-2.11771875839959	0.26807238838203
AC147067.1	-2.10945114241599	0.863731369155132
RECK	-2.10945114241599	0.863731369155132
GEN1	-2.10945114241599	0.916168878585637
ZNF8	-2.10945114241599	1
CTSF	-2.06880915791865	1
SIGLEC7	-2.06880915791865	1
EPB41L4A	-2.06880915791865	1
CFH	-2.06880915791865	1
TIGD6	-2.06880915791865	1
RAP1GAP2	-2.05173564455971	0.621201527919918
SIRT1	-2.04233694655746	0.379628309255276
RHOBTB3	-2.04233694655746	1
SLC4A4	-2.04233694655746	1
IL18BP	-2.00991546886508	0.851503868149086
NCKAP1	-2.00991546886508	1
SERAC1	-2.00991546886508	1
EFL1	-2.00991546886508	1
SGK494	-2.00991546886508	1
GAB1	-2.00991546886508	1
PKD2L2	-2.00991546886508	1
TESK2	-2.00991546886508	1
TGFBR3	-1.99080664591738	0.007195489975088
ZNF687	-1.98392026033214	1
LILRB1	-1.97820660913774	0.680133506956617
CDKN1C	-1.96927348436774	1
PRSS23	-1.96147511380733	0.028791157656033
S100A16	-1.95333194049871	1
HLA-DQA2	-1.9168060644736	0.130112946484731
PHLDB2	-1.9168060644736	1
AC005224.3	-1.9168060644736	1
NBPF10	-1.9168060644736	1
AL451085.1	-1.9168060644736	1
GATB	-1.9168060644736	1
EFHC1	-1.9168060644736	1
TRAM2	-1.9168060644736	1
FAM229B	-1.9168060644736	1
ERMARD	-1.9168060644736	1
UNC119B	-1.9168060644736	1
FAM157C	-1.9168060644736	1
CYB5D1	-1.9168060644736	1
ZNF286A	-1.9168060644736	1
AP005482.1	-1.9168060644736	1
CLEC11A	-1.9168060644736	1
SLC2A1-AS1	-1.9168060644736	1
KCNMB3	-1.9168060644736	1
NXPH4	-1.9168060644736	1
CCDC62	-1.9168060644736	1
LHFPL6	-1.9168060644736	1
FERMT2	-1.9168060644736	1
NRSN2	-1.9168060644736	1
KLF3	-1.90557880905035	0.205197145060116
AC008741.2	-1.89127097236646	1
SPON2	-1.88438458678122	0.057776954855205
C6orf120	-1.88438458678122	1
SPATA2	-1.88438458678122	1
C14orf93	-1.87241194511515	1
XPO7	-1.8464167365822	0.902294810126334
TM4SF1	-1.8464167365822	1
RMND5B	-1.8464167365822	1
NATD1	-1.8464167365822	1
TCEAL9	-1.8464167365822	1
MYL9	-1.8464167365822	1
SBK1	-1.83707887200287	0.686972809928314
TRAF6	-1.81727039092269	0.933270108425369
CAMK1D	-1.81727039092269	0.933270108425369
ADAMTS1	-1.81727039092269	1
HS6ST1	-1.81727039092269	1
ICA1L	-1.81727039092269	1
NR4A3	-1.79127518238974	1
FGL2	-1.76152783899569	0.149381522933514
DNAJB4	-1.74688106303129	0.51406913117531
IGHMBP2	-1.74688106303129	0.926678694067883
FAM228B	-1.74688106303129	1
TRAF3IP1	-1.74688106303129	1
UBE2D4	-1.74688106303129	1
TMTC3	-1.74688106303129	1
PLBD2	-1.74688106303129	1
ADCY9	-1.74688106303129	1
TOMM34	-1.74688106303129	1
QPRT	-1.74688106303129	1
TFF3	-1.74688106303129	1
FBXO41	-1.74688106303129	1
KCTD6	-1.74688106303129	1
ZNF718	-1.74688106303129	1
AC103724.4	-1.74688106303129	1
ZNF813	-1.74688106303129	1
GATA6	-1.74688106303129	1
HSPG2	-1.74688106303129	1
FNBP1L	-1.74688106303129	1
SWT1	-1.74688106303129	1
EPAS1	-1.74688106303129	1
C2orf92	-1.74688106303129	1
AC016745.2	-1.74688106303129	1
CD302	-1.74688106303129	1
SLC23A3	-1.74688106303129	1
IRS1	-1.74688106303129	1
NKIRAS1	-1.74688106303129	1
MIR4458HG	-1.74688106303129	1
MARVELD2	-1.74688106303129	1
ALDH7A1	-1.74688106303129	1
LRRTM2	-1.74688106303129	1
DNAJC18	-1.74688106303129	1
FOXC1	-1.74688106303129	1
PSMG3-AS1	-1.74688106303129	1
AL158152.1	-1.74688106303129	1
SLC2A6	-1.74688106303129	1
CCDC65	-1.74688106303129	1
DRAM1	-1.74688106303129	1
CKAP4	-1.74688106303129	1
VASH1	-1.74688106303129	1
NR1D1	-1.74688106303129	1
LRRC37A3	-1.74688106303129	1
CCDC102B	-1.74688106303129	1
BFSP1	-1.74688106303129	1
ZNF564	-1.74688106303129	1
SLC6A16	-1.74688106303129	1
RBFOX2	-1.74688106303129	1
CDC42EP1	-1.74688106303129	1
LINC01684	-1.74688106303129	1
AP000769.2	-1.74688106303129	1
ATP8B3	-1.74688106303129	1
NINL	-1.74688106303129	1
AC104695.2	-1.74688106303129	1
RGS13	-1.74688106303129	1
ZNF630	-1.74688106303129	1
LRRC29	-1.74688106303129	1
ZNF280B	-1.74688106303129	1
FGFBP2	-1.73875318214789	2.13483103921936E-09
ARHGAP10	-1.73039294024272	0.109974437359305
COL1A2	-1.69441364313715	0.03817116573569
PUDP	-1.69441364313715	1
GOLGA8N	-1.69441364313715	1
HIPK2	-1.68650844505181	0.230423020205415
CPT1A	-1.67976686717275	0.291589981486359
RBSN	-1.67976686717275	1
RASSF4	-1.67976686717275	1
KLF2	-1.67570229870931	2.49919682959732E-06
LMNA	-1.6706454772042	0.145192020302402
HDAC4	-1.66441890283932	0.804265946556035
ZNF398	-1.65377165863981	1
CRY1	-1.65377165863981	1
COL15A1	-1.65377165863981	1
HIC1	-1.65377165863981	1
ZNF566	-1.65377165863981	1
NBPF20	-1.65377165863981	1
RPGRIP1L	-1.65377165863981	1
TIMP3	-1.65377165863981	1
APP	-1.65377165863981	1
IFT88	-1.63140384561135	1
APOE	-1.60670340498303	0.555174974177334
DTHD1	-1.59487796958624	0.0952240264564
TRGV8	-1.59487796958624	1
TOP1MT	-1.59487796958624	1
GOLGA8R	-1.59487796958624	1
AC108134.3	-1.59487796958624	1
MAP3K10	-1.59487796958624	1
NFIA	-1.59487796958624	1
S1PR1	-1.56630881738947	1
AGO3	-1.55423598508889	0.087703580263042
DENND6A	-1.55423598508889	1
DROSHA	-1.55423598508889	1
NSG1	-1.55423598508889	1
DPEP2	-1.55423598508889	1
ZNF891	-1.53829444121987	1
TTC38	-1.53433642765119	0.315669645294593
RIC8B	-1.52448864169484	1
FADS1	-1.52448864169484	1
SYK	-1.52448864169484	1
RAB11FIP3	-1.52448864169484	1
EFNA5	-1.52448864169484	1
CCDC180	-1.52448864169484	1
DEGS2	-1.52448864169484	1
ATP9A	-1.52448864169484	1
IFT57	-1.50872132583652	1
CHST7	-1.50176856519476	1
C1orf56	-1.49978820106652	0.002829028769301
XKR8	-1.4838466571975	1
MTHFD2L	-1.4838466571975	1
KATNB1	-1.4838466571975	1
CHD7	-1.4838466571975	1
PTGDR	-1.46749866311001	0.379628309255276
SESN3	-1.4573744458363	1
SCAI	-1.4573744458363	1
FAM234A	-1.4573744458363	1
RAB27B	-1.4573744458363	1
CCDC112	-1.4573744458363	1
APBB3	-1.4573744458363	1
STOML1	-1.4573744458363	1
STXBP4	-1.4573744458363	1
ELOVL6	-1.45048806025107	1
TEPSIN	-1.43875876766896	1
TP53INP2	-1.43875876766896	1
CHST2	-1.43137923730336	1
URB1-AS1	-1.42495296814393	1
CDK8	-1.42495296814393	1
CCL4L2	-1.4189719910932	0.004903774256637
BRCA1	-1.41430572394442	1
KLRF1	-1.40819444988256	0.007255689219526
ZNF700	-1.40584414519622	1
SIK2	-1.40584414519622	1
GPX7	-1.40584414519622	1
HSPA1B	-1.40370347126163	4.06800529595408E-07
PLEKHG3	-1.39895775961098	1
WDR37	-1.37764725336557	1
PLEKHA1	-1.35693454471527	0.965067369219579
MLXIP	-1.33184356375244	1
SULF2	-1.33184356375244	1
ARFGEF2	-1.33184356375244	1
VCL	-1.33184356375244	1
ENPP4	-1.33184356375244	1
DNAJC14	-1.33184356375244	1
SPART	-1.33184356375244	1
TRMT61A	-1.33184356375244	1
ARL15	-1.33184356375244	1
ZNF14	-1.33184356375244	1
FCHO2	-1.33184356375244	1
TYW1B	-1.33184356375244	1
LETM2	-1.33184356375244	1
ADHFE1	-1.33184356375244	1
ST3GAL4	-1.33184356375244	1
ALDH2	-1.33184356375244	1
HOMEZ	-1.33184356375244	1
RPUSD2	-1.33184356375244	1
AC068338.2	-1.33184356375244	1
TANC2	-1.33184356375244	1
C20orf194	-1.33184356375244	1
SLC25A23	-1.33184356375244	1
CLDND2	-1.33184356375244	1
KCNC4	-1.33184356375244	1
EFCAB2	-1.33184356375244	1
PLGLB1	-1.33184356375244	1
RABL2A	-1.33184356375244	1
USP40	-1.33184356375244	1
DIRC2	-1.33184356375244	1
IFT122	-1.33184356375244	1
AC016773.1	-1.33184356375244	1
LINC02482	-1.33184356375244	1
DAB2	-1.33184356375244	1
AC008549.2	-1.33184356375244	1
DCBLD1	-1.33184356375244	1
TRGV7	-1.33184356375244	1
LANCL3	-1.33184356375244	1
KLF4	-1.33184356375244	1
CNIH2	-1.33184356375244	1
LINC00863	-1.33184356375244	1
C10orf95	-1.33184356375244	1
GSTO2	-1.33184356375244	1
MMP14	-1.33184356375244	1
BRMS1L	-1.33184356375244	1
MPP5	-1.33184356375244	1
C15orf41	-1.33184356375244	1
EME2	-1.33184356375244	1
ABCA3	-1.33184356375244	1
ABAT	-1.33184356375244	1
IGFBP4	-1.33184356375244	1
MYO15B	-1.33184356375244	1
AL035071.1	-1.33184356375244	1
PGLYRP2	-1.33184356375244	1
SLC27A1	-1.33184356375244	1
FXYD1	-1.33184356375244	1
ZNF235	-1.33184356375244	1
AC005261.4	-1.33184356375244	1
FGFR1	-1.33184356375244	1
EXTL2	-1.33184356375244	1
RGS17	-1.33184356375244	1
LRP12	-1.33184356375244	1
FAM171A1	-1.33184356375244	1
LOH12CR2	-1.33184356375244	1
HES4	-1.33184356375244	1
ATAD3C	-1.33184356375244	1
PER3	-1.33184356375244	1
ZMYND12	-1.33184356375244	1
COA7	-1.33184356375244	1
LEPR	-1.33184356375244	1
VTCN1	-1.33184356375244	1
MEX3A	-1.33184356375244	1
MNDA	-1.33184356375244	1
IGSF9	-1.33184356375244	1
FCRLB	-1.33184356375244	1
SLC19A2	-1.33184356375244	1
LAMC1	-1.33184356375244	1
CAMSAP2	-1.33184356375244	1
ZC3H11A	-1.33184356375244	1
G0S2	-1.33184356375244	1
SPDYA	-1.33184356375244	1
ANTXR1	-1.33184356375244	1
CNNM4	-1.33184356375244	1
AFF3	-1.33184356375244	1
NPHP1	-1.33184356375244	1
EPB41L5	-1.33184356375244	1
FMNL2	-1.33184356375244	1
AC009961.1	-1.33184356375244	1
AC009495.3	-1.33184356375244	1
NRP2	-1.33184356375244	1
ZDBF2	-1.33184356375244	1
KANSL1L	-1.33184356375244	1
LMCD1	-1.33184356375244	1
CTDSPL	-1.33184356375244	1
FAM107A	-1.33184356375244	1
DUBR	-1.33184356375244	1
CFAP44	-1.33184356375244	1
LINC02035	-1.33184356375244	1
PPP2R3A	-1.33184356375244	1
ROPN1L	-1.33184356375244	1
ERCC8	-1.33184356375244	1
WWC1	-1.33184356375244	1
HIST1H2AB	-1.33184356375244	1
HIST1H2BI	-1.33184356375244	1
LINC00243	-1.33184356375244	1
AL355353.1	-1.33184356375244	1
TRAF3IP2	-1.33184356375244	1
DOCK4	-1.33184356375244	1
LINC00106	-1.33184356375244	1
USP27X	-1.33184356375244	1
WNK3	-1.33184356375244	1
BEX5	-1.33184356375244	1
PDGFRL	-1.33184356375244	1
ESCO2	-1.33184356375244	1
ZHX1-C8orf76	-1.33184356375244	1
RECQL4	-1.33184356375244	1
ZNF658	-1.33184356375244	1
CDC14B	-1.33184356375244	1
ZFP37	-1.33184356375244	1
DAB2IP	-1.33184356375244	1
CRB2	-1.33184356375244	1
CERCAM	-1.33184356375244	1
PARVA	-1.33184356375244	1
AC103736.1	-1.33184356375244	1
HARBI1	-1.33184356375244	1
SLC15A3	-1.33184356375244	1
CHKA	-1.33184356375244	1
CLPB	-1.33184356375244	1
PLEKHB1	-1.33184356375244	1
AP002360.1	-1.33184356375244	1
YAP1	-1.33184356375244	1
FXYD6	-1.33184356375244	1
BEND7	-1.33184356375244	1
PARD3	-1.33184356375244	1
AGAP9	-1.33184356375244	1
WDFY4	-1.33184356375244	1
COL17A1	-1.33184356375244	1
PLBD1	-1.33184356375244	1
AC004801.6	-1.33184356375244	1
SRGAP1	-1.33184356375244	1
AC008033.3	-1.33184356375244	1
ARHGEF40	-1.33184356375244	1
RNF31	-1.33184356375244	1
FRMD6	-1.33184356375244	1
TMEM30B	-1.33184356375244	1
AL136038.5	-1.33184356375244	1
JDP2	-1.33184356375244	1
GSTZ1	-1.33184356375244	1
ADCK1	-1.33184356375244	1
TTC8	-1.33184356375244	1
LINC02325	-1.33184356375244	1
TECPR2	-1.33184356375244	1
AC090527.3	-1.33184356375244	1
AC005363.2	-1.33184356375244	1
AC092117.1	-1.33184356375244	1
MMP25	-1.33184356375244	1
LINC01569	-1.33184356375244	1
VASN	-1.33184356375244	1
AC126755.2	-1.33184356375244	1
HSF4	-1.33184356375244	1
SLC16A13	-1.33184356375244	1
PMP22	-1.33184356375244	1
KRT17	-1.33184356375244	1
P3H4	-1.33184356375244	1
